name,latitude,longitude,address,review,savecount,visitorreviewscore,flow_pop,bus_N,parking_N,cafe_N,bicycle_N,subway_N,school_N,dongcode,aver_sales,subway_d,store_N,rest_N,day_pop,night_pop
스타벅스 더종로R점,37.570804,126.983494,서울 종로구 종로 51,"7,930","2,000",4.52,7367,36,84,53,13,1,0,2120006,27566105.416666668,87.43319215547633,114,68,381383.69,256240.39
폴루이트,37.5696344,126.9853586,서울 종로구 우정국로2길 41,319,"2,000",4.75,23670,41,84,38,21,2,0,2130003,,222.50313423980128,90,53,381383.69,256240.39
앤팩토리,37.6068906,126.9605314,서울 종로구 진흥로 469-6 1층,154,"2,000",4.53,479,29,0,3,5,0,2,2110003,3514312.0,2281.08020172104,2,0,381383.69,256240.39
오가다 혜화대학로본사점,37.5826957,127.0028536,"서울 종로구 대학로12길 15 1층, 2층","3,428","2,000",4.72,627,17,0,44,8,1,4,2120012,18663126.057251908,97.5427301956069,78,46,381383.69,256240.39
김용현베이커리,37.5780065,126.9716282,서울 종로구 자하문로 21 1층,"1,197","2,000",4.34,646,24,57,59,7,1,6,2130002,11364839.4,300.6293463611295,83,47,381383.69,256240.39
카페랑솜,37.5823183,127.0004399,서울 종로구 대학로11길 22,394,"5,000",4.54,672,25,13,44,9,1,4,2120012,18663126.057251908,123.7444294927123,81,47,381383.69,256240.39
에디션덴마크쇼룸,37.5795207,126.9697836,서울 종로구 자하문로9길 24 1층,175,"17,000",4.56,643,26,36,58,4,0,6,2130001,62101400.583333336,532.617854638716,80,46,381383.69,256240.39
브루다 인사동,37.5721502,126.9832518,서울 종로구 우정국로 36,"2,951","1,000",4.45,4747,36,58,45,11,1,0,2120006,27566105.416666668,223.07939209687464,91,56,381383.69,256240.39
거울한옥 미러룸,37.5800828,126.9811389,서울 종로구 삼청로2길 40 거울한옥 미러룸,371,"6,000",4.41,358,21,0,47,5,0,6,2120005,29952102.1978022,551.9278754542901,71,42,381383.69,256240.39
하프커피 안국점,37.5810054,126.9868408,서울 종로구 계동길 82,727,"12,000",4.48,463,25,17,42,4,0,10,2110018,16985923.911764707,518.3835512144685,65,38,381383.69,256240.39
소격동60,37.5805963,126.9810029,서울 종로구 삼청로 54-16,166,"1,000",4.67,358,19,1,43,5,0,6,2120005,29952102.1978022,602.4168019215024,58,32,381383.69,256240.39
월영당 서울,37.579938,126.9816477,서울 종로구 북촌로5길 62,494,"5,000",,436,26,0,54,7,0,6,2120005,29952102.1978022,509.8719105950567,83,49,381383.69,256240.39
채식주의자,37.580371,126.9707543,서울 종로구 자하문로13길 4-7,145,"10,000",4.46,713,23,32,54,3,0,6,2130001,62101400.583333336,567.8795969291486,72,41,381383.69,256240.39
무던,37.5845897,126.9975863,서울 종로구 성균관로4길 3,138,"21,000",4.6,1391,23,2,33,8,1,4,2110021,9358835.833333334,451.1779005652591,66,36,381383.69,256240.39
회화나무,37.5790652,126.989112,서울 종로구 창덕궁길 35 3층,896,"11,000",4.42,346,28,17,36,5,1,8,2120007,37040129.35964912,432.8611521182065,65,37,381383.69,256240.39
카페꼼마 삼일빌딩점,37.5686402,126.9871596,서울 종로구 청계천로 85 지하1층 카페꼼마,616,"4,000",4.42,23670,35,129,49,22,3,0,2130030,11919084.733333332,409.9007005298098,119,71,381383.69,256240.39
타이드워터,37.5798758,126.9696297,서울 종로구 자하문로11길 21-16,70,"8,000",,713,26,37,56,4,0,6,2130001,62101400.583333336,572.1759742922469,76,44,381383.69,256240.39
달콤 청계광장점,37.5695034,126.9797155,서울 종로구 종로 24-8,"2,007","2,000",4.53,10917,43,93,53,18,3,2,2120023,38591553.01960784,291.99503175294643,115,74,381383.69,256240.39
낫컴플리트,37.5841981,126.9981121,서울 종로구 성균관로 12-5 1층 2층,323,"11,000",4.55,6377,22,5,36,8,1,4,2110021,9358835.833333334,388.605627665254,69,37,381383.69,256240.39
프루스트,37.5817846,126.9998486,서울 종로구 창경궁로26길 38-3,"2,958","3,000",4.97,679,27,16,42,10,1,4,2120012,18663126.057251908,186.21779598795516,78,45,381383.69,256240.39
헤이커피,37.582043,127.0006329,서울 종로구 대학로11길 19-4 헤이커피,332,"6,000",4.61,1765,26,14,44,9,1,4,2120012,18663126.057251908,111.58417204342923,79,46,381383.69,256240.39
푸드떼,37.577993,126.9813363,서울 종로구 율곡로1길 40-37,32,"4,000",,554,27,13,54,6,1,6,2120007,37040129.35964912,399.2394395625181,85,48,381383.69,256240.39
포시즌스호텔서울 마루,37.5707185,126.9753817,서울 종로구 새문안로 97 로비층,170,900,4.51,5116,32,77,34,12,1,2,2120003,28165519.65034965,118.49431826885385,80,51,381383.69,256240.39
끼룩하우스,37.5739215,126.9905305,서울 종로구 돈화문로11나길 26-4,549,"19,000",4.32,402,24,17,37,9,1,4,2120009,18074121.45075757,280.839687912315,82,48,381383.69,256240.39
카페아르크,37.5748245,126.9671748,서울 종로구 인왕산로 3 1층 카페 아르크,973,"31,000",4.37,2031,22,33,24,5,0,2,2110012,28932558.942857143,569.6897406793247,37,19,381383.69,256240.39
에스프레소 바 풍,37.5794702,126.9685771,서울 종로구 필운대로5가길 2 1층,26,"3,000",,646,28,36,58,4,0,6,2110013,,600.441274097662,78,45,381383.69,256240.39
로코랩,37.5733683,126.9812712,서울 종로구 율곡로4길 51,554,"3,000",4.49,7868,35,55,42,9,2,2,2120004,29061127.46031746,385.2035648307441,74,46,381383.69,256240.39
콜디우드,37.5793277,126.9825594,서울 종로구 북촌로5길 43 B2,26,600,,436,29,0,56,5,1,6,2120007,37040129.35964912,406.26853876868864,88,53,381383.69,256240.39
베어카페,37.5829126,126.9711328,서울 종로구 자하문로24길 24,311,"23,000",4.31,431,18,8,34,3,0,4,2110015,24436658.666666668,822.6958405668119,44,24,381383.69,256240.39
비담,37.5810277,126.9854688,서울 종로구 북촌로8길 5 1층,436,"9,000",4.64,463,26,15,56,5,0,12,2120007,37040129.35964912,506.0205593796789,85,48,381383.69,256240.39
태극당 인사점,37.5734567,126.9858443,서울 종로구 인사동길 32 2층,"1,750","3,000",4.38,4368,38,42,65,11,2,4,2120008,15253108.16,337.6994707854337,126,75,381383.69,256240.39
설빙 대학로점,37.5827215,127.0032885,서울 종로구 대학로12길 21,"1,429",500,4.27,627,17,0,43,7,1,4,2120012,18663126.057251908,134.3124041950547,77,46,381383.69,256240.39
에이커피 서울,37.5941342,126.9671968,서울 종로구 백석동1가길 19,65,"12,000",4.68,94,8,17,7,1,0,0,2110009,5412876.5,1987.6747896823952,13,7,381383.69,256240.39
시그니처알,37.5734239,126.9904071,서울 종로구 돈화문로11다길 27 시그니처 R,667,"8,000",4.52,402,30,17,36,11,1,4,2120009,18074121.45075757,236.67677037032763,82,48,381383.69,256240.39
커피빈 광화문점,37.569868,126.979077,서울 종로구 종로 14 한국무역보험공사빌딩,"3,219",600,4.48,11476,41,95,50,18,2,2,2120023,38591553.01960784,248.23373922102363,109,70,381383.69,256240.39
꼬르꼬바두,37.5688276,126.9899748,서울 종로구 수표로 86-1 1층 카페 꼬르꼬바두,46,900,,7689,38,210,50,19,2,0,2130031,1454634.0,329.2376098399588,128,78,381383.69,256240.39
아델라베이커리,37.5951611,126.9701719,서울 종로구 북악산로 48 지하 1층,703,"1,000",4.47,94,2,14,5,0,0,0,2110009,5412876.5,2177.285350393437,8,5,381383.69,256240.39
GROUND62,37.6083282,126.96323,서울 종로구 평창길 62 GROUND62,283,"5,000",4.47,700,20,0,3,4,0,0,2110010,52145344.66666666,2556.367448298888,2,0,381383.69,256240.39
슬로우포레스트,37.5828403,126.9807782,서울 종로구 삼청로5길 20,574,"22,000",4.35,541,17,3,34,4,0,2,2120005,29952102.1978022,818.3121671424179,48,23,381383.69,256240.39
커피원,37.571309,126.9729085,서울 종로구 새문안로3길 12,908,"8,000",4.63,5645,24,38,20,13,2,2,2120003,28165519.65034965,332.9141260570943,39,20,381383.69,256240.39
북커스,37.6109416,126.9751634,서울 종로구 평창30길 10 2층,176,"1,000",4.26,368,13,19,2,1,0,0,2110016,13778979.833333334,2897.39557861802,2,0,381383.69,256240.39
릴랙스 인 다운타운,37.5829763,126.9997082,서울 종로구 대명길 35 2층,60,"2,000",4.63,672,21,11,43,9,1,4,2120012,18663126.057251908,201.22210971982767,80,44,381383.69,256240.39
스노브 서촌점,37.5796025,126.9704664,서울 종로구 자하문로9길 14,500,"3,000",4.22,643,27,36,58,5,0,6,2120002,31026485.42477876,505.2291184595489,80,46,381383.69,256240.39
카페혜화동,37.5819206,126.9999254,서울 종로구 창경궁로26길 40 2층,422,"5,000",,679,26,16,42,10,1,4,2120012,18663126.057251908,175.26303763926754,78,45,381383.69,256240.39
풀오브파운드,37.575671,126.9711803,서울 종로구 사직로12길 1-2 풀오브파운드,350,"5,000",4.56,2302,21,60,49,7,1,2,2130002,11364839.4,207.32016814776097,79,45,381383.69,256240.39
커피스트,37.5728784,126.9694213,서울 종로구 경희궁길 39,399,"11,000",4.44,21894,25,70,19,9,1,0,2110012,28932558.942857143,483.6578784674325,40,22,381383.69,256240.39
옥인23,37.5811773,126.9683663,서울 종로구 필운대로 57,441,"3,000",4.58,713,17,8,45,3,0,6,2130001,62101400.583333336,754.7569198721543,57,32,381383.69,256240.39
카페종로시장,37.5694665,126.983663,서울 종로구 우정국로2길 10 1층,"1,213","2,000",4.53,20542,40,103,58,20,2,0,2130003,,101.08055979309364,129,78,381383.69,256240.39
오설록티하우스 현대미술관점,37.5795226,126.9805658,서울 종로구 삼청로 30,"1,114","1,000",4.54,404,19,10,43,6,0,6,2120005,29952102.1978022,547.1905642503841,60,33,381383.69,256240.39
빌리엔젤 대학로점,37.5816262,127.0035244,서울 종로구 대학로10길 24 스타리움빌딩 대학로디저트카페 빌리엔젤 대학로점,"1,318",900,4.32,663,16,0,39,6,1,8,2110027,10379313.52173913,167.79788412313945,71,43,381383.69,256240.39
베이커스퍼센트,37.578292,126.9694478,서울 종로구 필운대로2길 3 1층,273,"5,000",,760,28,40,59,6,1,6,2110013,,456.68507592664537,81,46,381383.69,256240.39
반쥴,37.5691172,126.9861827,서울 종로구 삼일대로17길 23 3층,348,"4,000",4.42,23670,39,97,46,23,2,0,2130003,,309.85185543448324,99,52,381383.69,256240.39
그림제작소 혜화점,37.5825516,126.9985624,서울 종로구 창경궁로 234 3층 그림제작소,739,"3,000",4.8,679,24,16,37,10,1,4,2120012,18663126.057251908,290.16499191324715,69,38,381383.69,256240.39
아마츄어작업실 청계점,37.5686113,126.9883525,서울 종로구 청계천로 97-8,651,"7,000",4.64,9921,38,130,45,20,2,0,2130031,1454634.0,405.7711633318863,119,71,381383.69,256240.39
브라이트사이드,37.5777047,127.0228949,서울 종로구 보문로7길 3,232,"3,000",4.66,1731,19,5,17,6,1,6,2110037,,330.1449681094388,36,19,381383.69,256240.39
카페 시노라,37.5862702,126.9701109,서울 종로구 자하문로 116 카페 시노라,62,"15,000",4.75,281,8,21,5,2,0,8,2110014,7069551.333333333,1206.6805154124663,6,1,381383.69,256240.39
프리시즌,37.5781911,126.972625,서울 종로구 자하문로6길 9,531,"10,000",4.39,646,20,56,54,7,1,4,2120002,31026485.42477876,281.63248154212795,78,45,381383.69,256240.39
자작나무이야기,37.5787061,126.9818522,서울 종로구 율곡로1길 74-15,956,"2,000",4.31,506,28,13,55,6,1,6,2120007,37040129.35964912,401.9594195311976,88,53,381383.69,256240.39
티하우스레몬 서촌점,37.5801912,126.9708813,서울 종로구 자하문로13길 4,289,"8,000",4.73,713,26,37,55,4,0,6,2120002,31026485.42477876,545.0178909236928,76,44,381383.69,256240.39
달팽이카페,37.586741,127.0016509,서울 종로구 창경궁로35길 17 1층 달팽이커피,99,400,4.73,7952,32,1,39,9,2,6,2110024,5743042.9,445.65460008499866,74,43,381383.69,256240.39
월하보이,37.5795145,126.9835596,서울 종로구 북촌로5길 26 1층 월하보이,79,"10,000",4.91,541,31,0,62,6,1,8,2120007,37040129.35964912,376.3321722387456,92,53,381383.69,256240.39
아티제 포제 종로센트로폴리스점,37.5716258,126.9835575,서울 종로구 우정국로 26 센트로폴리스 1층,"1,238",500,4.43,7367,39,61,46,11,1,0,2120006,27566105.416666668,172.2106986955825,96,59,381383.69,256240.39
미라보쇼콜라,37.5777923,126.9714277,서울 종로구 자하문로5길 6,546,"4,000",4.61,760,24,60,59,7,1,6,2130002,11364839.4,292.0469477666353,83,46,381383.69,256240.39
슬로스텝,37.582034,127.0034876,서울 종로구 대학로8가길 89 3층,444,"5,000",4.41,627,19,0,39,7,1,8,2110027,10379313.52173913,148.6757546933363,71,43,381383.69,256240.39
HAUKE,37.5779027,127.0082072,서울 종로구 낙산성곽서1길 18-18 하우크,8,"1,000",,941,8,19,10,3,0,6,2110028,9236448.0,649.9493464556302,14,7,381383.69,256240.39
달,37.5838402,126.9820218,서울 종로구 삼청로 94-1,612,"1,000",4.13,420,19,19,24,5,0,4,2110017,,872.4944753905868,38,18,381383.69,256240.39
쁘띠통,37.579624,126.9715622,서울 종로구 자하문로 40-1,604,"4,000",4.57,168,26,36,57,5,1,6,2120002,31026485.42477876,463.1270829265422,78,45,381383.69,256240.39
인사동찻집,37.5735299,126.9854645,서울 종로구 인사동길 33-1,"1,073","1,000",4.31,4747,34,42,65,12,2,6,2120008,15253108.16,327.70849859858487,124,74,381383.69,256240.39
카페죠꽁드,37.5834345,126.9820873,서울 종로구 삼청로 90-3,201,"7,000",4.5,420,20,19,35,5,0,6,2120005,29952102.1978022,828.2296543596386,50,24,381383.69,256240.39
폴바셋 종각역점,37.57116,126.9825234,서울 종로구 종로 47 1층,"2,987",500,4.51,16473,31,89,59,10,1,0,2120006,27566105.416666668,116.53302413405513,128,79,381383.69,256240.39
공유카페,37.5779272,126.9702375,서울 종로구 자하문로5길 18-13 1층 공유카페,25,600,,760,27,54,59,7,1,6,2110013,,377.03481556259226,82,47,381383.69,256240.39
테라로사 광화문점,37.574762,126.9798347,서울 종로구 종로1길 50 더케이트윈타워 B동 1층,"2,584","9,000",4.41,7367,24,28,36,5,0,4,2120004,29061127.46031746,500.4161888189123,64,41,381383.69,256240.39
33마켓,37.5790288,126.9736754,서울 종로구 효자로 33 보안여관 신관 1층,243,"7,000",4.37,646,20,52,51,3,1,0,2120002,31026485.42477876,363.4780101264924,71,42,381383.69,256240.39
블루룸,37.5829137,127.000316,서울 종로구 대명1길 16-7 1층,195,"9,000",4.66,672,22,7,45,9,1,4,2120012,18663126.057251908,149.18464684905837,84,47,381383.69,256240.39
곤트란쉐리에 도화서길점,37.575388,126.9820179,서울 종로구 율곡로 24 1층~3층,653,"1,000",4.38,7367,30,39,49,6,1,4,2120004,29061127.46031746,325.2279604483064,79,46,381383.69,256240.39
담쟁이집,37.5738496,126.9836843,서울 종로구 인사동11길 20,252,"2,000",4.29,4747,37,56,42,10,2,6,2120008,15253108.16,330.72059958099607,73,42,381383.69,256240.39
로코페페,37.5690162,126.9671641,서울 종로구 경교장길 35 3159호,218,"2,000",4.43,2668,41,15,12,9,1,10,2120001,11610473.0,363.5630718932638,28,16,381383.69,256240.39
조쉬윌로우커피,37.5710499,126.9984482,서울 종로구 종로 185,344,500,4.51,4629,36,229,11,10,2,2,2120011,21999569.14814815,300.03935796362555,26,15,381383.69,256240.39
브리오슈도레 그랑서울점,37.5709618,126.981438,서울 종로구 종로 33,751,700,4.3,16473,41,107,59,13,2,0,2120006,27566105.416666668,158.29767441945705,123,72,381383.69,256240.39
JW 메리어트 동대문 더라운지,37.5703591,127.0089627,서울 종로구 청계천로 279 1층,"2,473","2,000",4.13,3461,24,341,11,10,1,0,2130012,7851384.05882353,136.63751636675016,22,15,381383.69,256240.39
카페비비,37.6069376,126.9595702,서울 종로구 진흥로 461 3층 카페 비비,156,400,4.7,479,26,0,3,4,0,6,2110003,3514312.0,2201.778954776481,2,0,381383.69,256240.39
캐치카페 혜화,37.5826628,126.9987771,서울 종로구 창경궁로 236 이화빌딩 6층,,400,,679,23,17,38,10,1,4,2120012,18663126.057251908,272.6855925639694,75,42,381383.69,256240.39
19평거실,37.5776538,126.969575,서울 종로구 필운대로 16-1 1F,41,"4,000",,760,28,43,59,7,1,6,2110013,,407.1002295827319,82,47,381383.69,256240.39
츄로101 삼청점,37.5843165,126.9818782,서울 종로구 삼청로 99,638,700,4.31,439,19,19,21,4,0,4,2110017,,926.5889415072274,31,14,381383.69,256240.39
프루티에,37.6009964,126.9567266,"서울 종로구 홍지문2길 2 1층,지하1층",145,"7,000",4.75,679,28,0,2,1,0,8,2110531,,1752.091526839528,2,0,381383.69,256240.39
루프트커피 광화문점,37.5705912,126.9817265,서울 종로구 종로 33 그랑서울 1층,287,"3,000",4.35,16473,39,113,59,14,2,0,2120006,27566105.416666668,115.79478634648858,127,75,381383.69,256240.39
파티세리 아프렘,37.5724587,126.9725291,서울 종로구 새문안로3길 23 경희궁의 아침 4단지 상가동 103호,179,400,4.51,5645,27,71,19,13,2,2,2120003,28165519.65034965,377.75379128741247,44,24,381383.69,256240.39
카페알베르게,37.5808083,126.9679708,서울 종로구 필운대로 53-30,428,"4,000",4.75,713,16,8,46,1,0,6,2130001,62101400.583333336,744.8913263094925,57,32,381383.69,256240.39
우즈베이커리 익선점,37.5741266,126.9900598,서울 종로구 돈화문로11나길 31,"1,024","1,000",4.43,402,26,24,39,9,2,4,2120009,18074121.45075757,319.6513686650602,84,50,381383.69,256240.39
커피기업 광화문신라스테이직영점,37.5726904,126.9810047,서울 종로구 삼봉로 71 신라스테이 1층 102호,"2,098","2,000",4.51,7367,34,61,43,12,2,0,2120004,29061127.46031746,328.15889572896634,81,51,381383.69,256240.39
우드앤브릭 광화문점,37.5707997,126.9747458,서울 종로구 새문안로5길 5-1,765,"3,000",4.37,5645,29,76,34,11,1,2,2120003,28165519.65034965,171.35534782497527,77,49,381383.69,256240.39
아마츄어작업실 광장시장점,37.5718338,127.000537,서울 종로구 대학로1길 31 1층,308,"8,000",4.43,4709,37,128,8,11,1,2,2130008,,153.4918719601313,21,16,381383.69,256240.39
파스텔커피웍스 서촌점,37.5787425,126.968828,서울 종로구 필운대로3길 2,120,"4,000",4.51,760,27,40,58,5,0,6,2110013,,530.6005987668327,78,45,381383.69,256240.39
카페 E to E,37.5689542,126.9900962,서울 종로구 수표로 86-1,134,"4,000",4.54,7689,39,218,50,19,2,0,2130031,1454634.0,331.2402121289535,128,81,381383.69,256240.39
하이제씨,37.5799247,127.0050754,서울 종로구 동숭1길 12,471,"2,000",4.51,941,15,18,25,6,1,4,2110027,10379313.52173913,391.1213347526072,46,29,381383.69,256240.39
설빙 종각점,37.5699353,126.985603,"서울 종로구 종로 74 영안빌딩 2, 3층","1,997",400,4.31,23670,42,79,37,21,1,0,2130003,,237.52911203944663,90,52,381383.69,256240.39
인덱스카라멜,37.5709312,126.9787904,서울 종로구 종로3길 17 1층 INDEX CARAMEL,266,"2,000",4.47,10566,36,106,47,16,2,2,2120004,29061127.46031746,187.26241033781687,103,67,381383.69,256240.39
소울,37.580445,126.971404,서울 종로구 자하문로 50 1층,362,900,,168,22,28,54,2,0,4,2120002,31026485.42477876,553.4051730742685,74,42,381383.69,256240.39
떡가게종춘 익선,37.5728602,126.9896132,서울 종로구 돈화문로11길 34-6,692,"1,000",4.3,402,29,38,42,9,1,4,2120009,18074121.45075757,238.25574136076443,95,54,381383.69,256240.39
프롬하츠커피 대학로점,37.5825859,127.0016066,서울 종로구 대학로 127 1층,"1,160",500,,631,20,0,45,9,1,4,2120012,18663126.057251908,34.781915579379024,81,47,381383.69,256240.39
아뻬 서울,37.5872855,127.0012585,서울 종로구 창경궁로35나길 1 1층,136,"8,000",4.59,2156,31,1,29,9,1,6,2110024,5743042.9,456.284164806621,63,39,381383.69,256240.39
카페낙타,37.5782905,127.0116061,서울 종로구 낙산5길 51 2층,55,"2,000",4.0,2587,15,20,4,4,1,8,2110029,603557.6666666666,354.7235378653791,7,3,381383.69,256240.39
건강한빵,37.5835478,126.9979487,서울 종로구 성균관로1길 6-6,527,"4,000",4.58,679,23,13,35,8,1,4,2110021,9358835.833333334,368.7503311983297,68,37,381383.69,256240.39
오가다 인사동점,37.5752836,126.983663,서울 종로구 인사동길 60 크라운빌딩 2층,318,100,4.47,4368,30,40,52,7,1,8,2120008,15253108.16,205.46642844244568,82,45,381383.69,256240.39
스타벅스 서대문역점,37.5670222,126.9658443,서울 종로구 통일로 134,"1,329",200,4.45,933,48,15,12,9,1,18,2120001,11610473.0,155.64513582623457,34,22,381383.69,256240.39
베이글데이,37.5708345,126.9798606,서울 종로구 종로 19 르메이에르종로타운 후문 1층,27,100,,10917,39,112,51,14,2,2,2120006,27566105.416666668,280.09773543188896,111,71,381383.69,256240.39
연경당,37.5850485,126.9825173,서울 종로구 삼청로 106-7,270,"2,000",4.98,420,19,19,11,4,0,4,2110017,,987.362993287094,17,8,381383.69,256240.39
이채 카페,37.5786646,126.985897,서울 종로구 북촌로 20-21,459,"3,000",4.5,530,30,17,56,6,1,12,2120007,37040129.35964912,246.51865253802612,87,49,381383.69,256240.39
모리앤,37.583015,127.0051607,서울 종로구 동숭4나길 18 1층,43,"1,000",,1448,12,5,33,5,1,4,2110027,10379313.52173913,301.8597554349828,61,37,381383.69,256240.39
Summer Lane,37.5363661,126.9992855,서울 용산구 이태원로55가길 49 1층 summerlane,834,"50,000",,748,12,2,65,7,2,2,2110091,68657526.22222222,421.97728553803023,111,67,334466.27,297903.15
베베베,37.5364146,127.0010722,서울 용산구 이태원로42길 46-12,239,"13,000",,748,16,2,61,8,1,0,2110095,15981259.857142856,362.2499059144598,101,63,334466.27,297903.15
동빙고 본점,37.5179614,126.9819259,서울 용산구 이촌로 319 현대아파트,"1,040","27,000",4.42,1240,14,1,1,3,0,0,2110078,,610.6718292699754,1,1,334466.27,297903.15
올드페리도넛,37.5397053,127.0029705,서울 용산구 한남대로27길 66 2층,"5,177","78,000",4.44,970,9,1,48,7,1,2,2110095,15981259.857142856,110.12620376272938,77,45,334466.27,297903.15
카페 모센트,37.5322423,126.973124,서울 용산구 한강대로52길 25-14,96,"2,000",,4817,9,20,27,8,1,2,2110073,,281.8488733664232,61,34,334466.27,297903.15
오아시스 한남점,37.5365499,126.9979801,서울 용산구 이태원로45길 30,769,"35,000",,748,19,1,66,7,2,2,2110091,68657526.22222222,397.1742200275672,115,71,334466.27,297903.15
맥심플랜트,37.5369691,127.000997,서울 용산구 이태원로 250,"3,881","27,000",4.54,748,15,2,62,8,1,2,2110095,15981259.857142856,302.8702994817611,102,63,334466.27,297903.15
코끼리베이글,37.5243846,127.0016123,서울 용산구 서빙고로91길 10,"2,409","33,000",4.34,4044,7,0,5,1,0,4,2110094,56437.0,871.1038228129747,5,1,334466.27,297903.15
키에리,37.5333702,126.9931885,서울 용산구 이태원로26길 16-8,"2,240","55,000",4.09,565,24,13,35,6,1,2,1001491,62275174.86021505,158.3958682311353,79,52,334466.27,297903.15
알페도,37.5342954,126.9932144,서울 용산구 이태원로 174 1층 4-5호,"1,306","22,000",4.5,877,20,13,41,6,1,2,1001491,62275174.86021505,98.26278686292558,84,54,334466.27,297903.15
올딧세,37.5269893,126.9630046,서울 용산구 한강대로21길 29-16 1층,29,"12,000",,21000,16,0,33,5,2,4,2120041,37747953.38613861,346.33997524163465,57,34,334466.27,297903.15
더베이커스테이블,37.5394512,126.9874302,서울 용산구 녹사평대로 244-1,"1,873","56,000",4.28,556,19,1,22,1,0,8,2110081,12615612.166666666,535.0315854467581,42,21,334466.27,297903.15
아키비스트 한남,37.5440257,127.0030144,서울 용산구 한남대로42길 41 1층 아키비스트 한남,14,"1,000",,736,8,5,6,3,0,0,2110096,7196362.0,501.718335571763,8,4,334466.27,297903.15
오츠커피 용산점,37.5404026,126.9678006,서울 용산구 원효로89길 13-12 오츠커피,"1,100","47,000",4.55,8555,20,17,19,7,1,10,2110068,18418818.85714286,316.107792443994,34,16,334466.27,297903.15
널담은공간 해방촌점,37.5445748,126.985447,서울 용산구 신흥로15길 18-12,76,"16,000",4.42,511,24,2,29,1,0,10,2130060,5320253.714285715,1106.2949763322592,48,24,334466.27,297903.15
포비 용산,37.5288784,126.9646718,서울 용산구 한강대로23길 55 리빙파크 4층,"2,462","4,000",4.5,17405,17,6,41,7,2,2,2120041,37747953.38613861,108.3673112482417,75,47,334466.27,297903.15
마일스톤 커피 한남점,37.537911,127.0027195,서울 용산구 한남대로27가길 26 1층,448,"20,000",,647,12,2,59,8,1,2,2110095,15981259.857142856,210.39856040413,98,61,334466.27,297903.15
재인,37.5363476,127.0012867,서울 용산구 이태원로54길 48 2층,193,"17,000",,748,16,2,61,8,1,2,2110095,15981259.857142856,367.1375705867169,101,63,334466.27,297903.15
미니마이즈,37.5336338,126.9901609,서울 용산구 녹사평대로32길 21 2층,249,"11,000",,536,19,2,36,6,2,2,2130061,93666666.66666669,326.80644774789613,81,52,334466.27,297903.15
오지힐,37.5343251,127.001121,서울 용산구 대사관로11길 9-9 1층,894,"50,000",,1951,21,1,59,8,0,2,2110093,18373058.52380952,592.388760997622,104,65,334466.27,297903.15
카키문,37.5351968,126.9713322,"서울 용산구 백범로99길 40 102동 106, 107호 카키문",239,"6,000",4.91,450,18,38,20,8,1,2,2120044,15566175.805555556,163.56120417081218,49,25,334466.27,297903.15
세르클 한남,37.5355741,126.9983747,서울 용산구 이태원로 223-5 4F,425,"25,000",,1675,19,1,65,6,1,2,2110091,68657526.22222222,378.8760751741338,119,80,334466.27,297903.15
도렐 신용산점,37.5287919,126.968673,서울 용산구 한강대로 100 아모레퍼시픽빌딩 지하1층 B104,"1,060","15,000",4.45,2071,16,5,40,5,2,0,2110073,,80.53891093637829,81,48,334466.27,297903.15
로얄멜팅클럽,37.5370786,127.0013901,서울 용산구 이태원로42길 60,113,"2,000",,1497,16,2,61,8,1,2,2110095,15981259.857142856,285.3463039664147,101,63,334466.27,297903.15
네로우 패스,37.5363135,127.000655,서울 용산구 이태원로42길 38-4,469,"7,000",4.48,748,16,2,62,8,1,0,2110095,15981259.857142856,380.7629374694054,103,64,334466.27,297903.15
콘하스 한남점,37.5368536,126.9980361,서울 용산구 이태원로55나길 22 콘하스 한남점,817,"45,000",4.38,748,17,2,64,7,2,0,2110091,68657526.22222222,421.42569183027393,111,68,334466.27,297903.15
프루프인더커피,37.5424041,126.9902961,서울 용산구 소월로38가길 24 비호,28,"5,000",,214,26,1,22,1,0,4,2110084,20569639.33333333,916.2143503562212,42,25,334466.27,297903.15
라페름,37.535735,127.001577,서울 용산구 대사관로11길 47 (대사관로 11길 49) 지하 1층,597,"34,000",4.32,1951,16,2,61,8,1,0,2110095,15981259.857142856,433.4125297330149,104,65,334466.27,297903.15
베이커리무이,37.53965,126.9669003,서울 용산구 원효로81길 17 1층,833,"17,000",4.78,4448,25,17,16,7,2,14,2110068,18418818.85714286,416.7988884324977,27,12,334466.27,297903.15
카페 노티드 한남,37.5348589,127.000879,서울 용산구 대사관로5길 12 2층 카페노티드,"4,176","29,000",4.46,1281,21,1,60,8,0,2,2110093,18373058.52380952,535.8514729186411,102,63,334466.27,297903.15
Approach,37.5299934,126.9703859,서울 용산구 한강대로40길 18-3 Approach,"1,708","70,000",4.4,237,12,13,37,6,1,0,2110073,,238.0522833056231,78,46,334466.27,297903.15
도토리,37.5319087,126.9727984,서울 용산구 한강대로52길 25-6 1층,908,"25,000",,4817,9,20,26,7,1,2,2110073,,320.1221686767543,58,33,334466.27,297903.15
아우어베이커리 용산아이파크몰점,37.5297717,126.9647415,서울 용산구 한강대로23길 55 4층 17-2호,"5,580","3,000",4.47,17405,19,10,37,7,2,0,2120041,37747953.38613861,18.089369913310065,66,42,334466.27,297903.15
